Date/Time,Environment:Site Outdoor Air Drybulb Temperature [C](Hourly),Environment:Site Outdoor Air Relative Humidity [%](Hourly),Environment:Site Wind Speed [m/s](Hourly),UNZ_0:Zone Windows Total Transmitted Solar Radiation Energy [J](Hourly),UNZ_0:Zone Operative Temperature [C](Hourly),UNZ_0:Zone Air Relative Humidity [%](Hourly),UNZ_0 IDEAL LOADS AIR:Zone Ideal Loads Zone Total Heating Energy [J](Hourly),PEOPLE UNZ_0:Zone Thermal Comfort ASHRAE 55 Adaptive Model Running Average Outdoor Air Temperature [C](Hourly) 
 11/17  18:00:00,26.275,42.25,0.0,0.0,24.6325351013648,64.2830574372277,0.0,26.5015303558653 
 11/17  19:00:00,24.225,46.,0.0,0.0,24.5989197205594,55.2114231622568,0.0,26.5015303558653 
 11/17  20:00:00,22.775,48.5,0.0,0.0,24.0430792607313,46.1678581460604,0.0,26.5015303558653 
 11/17  21:00:00,21.525,51.25,0.0,0.0,23.5221557806322,47.4360911067059,0.0,26.5015303558653 
 11/17  22:00:00,20.8125,53.875,0.0,0.0,23.1388386633748,48.9836374078996,0.0,26.5015303558653 
 11/17  23:00:00,19.8875,57.5,0.0,0.0,22.6319721335007,51.5976828514277,0.0,26.5015303558653 
 11/17  24:00:00,19.4625,60.25,0.0,0.0,22.2666994863193,53.7144348033488,0.0,26.5015303558653 
 11/18  01:00:00,18.625,63.5,0.0,0.0,21.7457522912945,56.1473784430887,0.0,26.3466529551142 
 11/18  02:00:00,18.5375,65.,0.0,0.0,21.4766195690293,57.5238253484554,0.0,26.3466529551142 
 11/18  03:00:00,17.7375,66.25,0.0,0.0,20.9872411034779,58.273831672163,0.0,26.3466529551142 
 11/18  04:00:00,16.9125,68.875,0.0,0.0,20.4199969959315,59.7174109239349,0.0,26.3466529551142 
 11/18  05:00:00,16.55,71.25,0.0,0.0,20.0149703580529,61.9044133350245,0.0,26.3466529551142 
 11/18  06:00:00,16.775,72.,0.0,0.0,19.8557333391102,63.27982220906,0.0,26.3466529551142 
 11/18  07:00:00,16.75,70.125,0.0,1277224.97266555,19.6518108272177,62.438726286609,0.0,26.3466529551142 
 11/18  08:00:00,16.2875,72.125,0.0,5659956.60019336,19.4069878677686,63.4987736218178,0.0,26.3466529551142 
 11/18  09:00:00,18.1,68.375,0.0,7670274.97904966,20.0294028629795,62.4309334306958,0.0,26.3466529551142 
 11/18  10:00:00,20.8625,60.,1.25,8201292.45222853,21.222839851913,58.9123645221784,0.0,26.3466529551142 
 11/18  11:00:00,23.8,45.125,3.25,7780962.58635649,21.8247689644009,61.9092159744295,0.0,26.3466529551142 
 11/18  12:00:00,25.875,36.125,4.625,7027314.19589208,22.2707818410323,61.5189457181074,0.0,26.3466529551142 
 11/18  13:00:00,26.775,35.,5.,7596753.41599746,22.7124152660708,60.6129275240081,0.0,26.3466529551142 
 11/18  14:00:00,27.4375,34.375,5.,7756509.90696967,23.1355646616075,60.3530675478137,0.0,26.3466529551142 
 11/18  15:00:00,28.2,32.75,5.,7197147.67879182,23.5244655361124,60.1421193268721,0.0,26.3466529551142 
 11/18  16:00:00,28.5,32.,5.625,5385566.04134534,23.8382078936998,59.8334587589356,0.0,26.3466529551142 
 11/18  17:00:00,28.5,32.,5.375,1867925.05820481,24.054759359649,59.6106053857089,0.0,26.3466529551142 
 11/18  18:00:00,27.875,32.625,4.375,0.0,24.2498811545178,59.234114090986,0.0,26.3466529551142 
 11/18  19:00:00,26.875,35.5,3.375,0.0,24.4127531115391,58.9915187573934,0.0,26.3466529551142 
 11/18  20:00:00,25.875,38.875,3.,0.0,24.5582728431253,59.4540261554717,0.0,26.3466529551142 
 11/18  21:00:00,25.1875,40.625,3.,0.0,24.6916024131911,59.8818153394749,0.0,26.3466529551142 
 11/18  22:00:00,25.,41.,3.625,0.0,24.8520437910283,59.7742345882061,0.0,26.3466529551142 
 11/18  23:00:00,24.625,41.625,4.,0.0,24.9223861965614,52.9609385241206,0.0,26.3466529551142 
 11/18  24:00:00,24.15,43.25,4.,0.0,24.7539955723785,41.4981513119941,0.0,26.3466529551142 
 11/19  01:00:00,23.25,47.125,3.375,0.0,24.3144105659425,45.1614867873891,0.0,26.2241603566104 
 11/19  02:00:00,22.1125,52.75,3.,0.0,23.6736768401322,50.1930645014672,0.0,26.2241603566104 
 11/19  03:00:00,22.1375,51.875,3.,0.0,23.6006130897715,49.2785005952694,0.0,26.2241603566104 
 11/19  04:00:00,21.525,54.375,3.,0.0,23.2398486449738,51.3590849557282,0.0,26.2241603566104 
 11/19  05:00:00,21.,58.875,2.375,0.0,22.7371472819036,55.5415548034882,0.0,26.2241603566104 
 11/19  06:00:00,20.8125,62.5,2.,0.0,22.512661274147,58.8743667072017,0.0,26.2241603566104 
 11/19  07:00:00,19.8875,65.25,0.75,1197881.33196348,22.0780334980506,60.2878247501808,0.0,26.2241603566104 
 11/19  08:00:00,19.4,66.625,0.0,5333167.43622653,21.9778817157878,60.0322632533508,0.0,26.2241603566104 
 11/19  09:00:00,19.8375,63.875,0.0,7336474.40175863,22.1223156817365,58.2454594129368,0.0,26.2241603566104 
 11/19  10:00:00,21.6,57.625,0.0,7680735.30005726,22.8579337370341,54.2624354683481,0.0,26.2241603566104 
 11/19  11:00:00,24.0625,49.375,1.25,7382215.06779635,23.7400698223273,54.7190242534317,0.0,26.2241603566104 
 11/19  12:00:00,25.9375,42.25,2.,6587469.94578443,24.10717490629,59.2981181546755,0.0,26.2241603566104 
 11/19  13:00:00,27.125,38.125,2.,7006320.82814175,24.479971690812,60.5483997251846,0.0,26.2241603566104 
 11/19  14:00:00,27.6875,35.125,2.625,7055643.01177084,24.8299544618901,60.3266776374816,0.0,26.2241603566104 
 11/19  15:00:00,27.9875,30.875,3.,6447270.47415718,25.1402257613371,58.6618486637554,0.0,26.2241603566104 
 11/19  16:00:00,27.85,29.,3.,4404378.10581741,25.3625722111572,56.1427221216259,0.0,26.2241603566104 
 11/19  17:00:00,27.575,29.625,2.375,1567264.36810399,25.5068590146295,54.4202658463556,0.0,26.2241603566104 
 11/19  18:00:00,26.8125,35.625,0.75,0.0,25.6428509780991,54.4598848652048,0.0,26.2241603566104 
 11/19  19:00:00,26.275,39.,0.0,0.0,25.7509858467502,56.5255711201349,0.0,26.2241603566104 
 11/19  20:00:00,25.45,44.625,1.875,0.0,25.7706292511884,53.8796259741329,0.0,26.2241603566104 
 11/19  21:00:00,23.9375,61.125,3.,0.0,25.0476057566831,59.4874023999719,0.0,26.2241603566104 
 11/19  22:00:00,23.1125,67.75,1.125,0.0,24.6642151167606,63.8383412945705,0.0,26.2241603566104 
 11/19  23:00:00,23.,67.,0.0,0.0,24.628133250946,62.5530033304512,0.0,26.2241603566104 
 11/19  24:00:00,22.,68.875,0.0,0.0,24.1860562280883,63.2039900983389,0.0,26.2241603566104 
 11/20  01:00:00,21.15,68.75,0.0,0.0,23.729474942356,62.0612356863102,0.0,26.1435633447234 
 11/20  02:00:00,20.5,69.875,0.0,0.0,23.3023320510948,62.4813516284601,0.0,26.1435633447234 
 11/20  03:00:00,19.45,72.875,1.875,0.0,22.3633853152057,66.5685438994568,0.0,26.1435633447234 
 11/20  04:00:00,18.5625,72.125,2.375,0.0,21.5706502081622,65.584277790824,0.0,26.1435633447234 
 11/20  05:00:00,18.175,72.875,0.75,0.0,21.0513367369137,65.9064446132414,0.0,26.1435633447234 
 11/20  06:00:00,17.7875,73.375,1.25,0.0,20.6224805071832,67.0913528473942,0.0,26.1435633447234 
 11/20  07:00:00,17.85,69.25,0.75,1162333.19096603,20.6087976487726,62.6124281106759,0.0,26.1435633447234 
 11/20  08:00:00,18.,64.5,0.0,5301350.74314386,20.7147691482051,57.8998649706327,0.0,26.1435633447234 
 11/20  09:00:00,19.5,58.625,1.875,7317842.48969401,21.1682975810347,54.9690147913625,0.0,26.1435633447234 
 11/20  10:00:00,21.7125,55.375,1.125,7626973.32977782,22.1749564081363,53.4712111247781,0.0,26.1435633447234 
 11/20  11:00:00,23.8125,55.,1.25,7340680.0624423,22.9063457006255,57.977449663716,0.0,26.1435633447234 
 11/20  12:00:00,24.9125,53.75,2.625,6527677.56162761,23.3117124615379,65.4355824876459,0.0,26.1435633447234 
 11/20  13:00:00,25.35,50.5,3.,6879957.64730997,23.7013838770515,68.7617920934014,0.0,26.1435633447234 
 11/20  14:00:00,25.5,49.,3.,7417658.5618428,24.0770816401279,69.2540724312011,0.0,26.1435633447234 
 11/20  15:00:00,25.1875,49.625,3.,6757990.45162769,24.3976242706337,69.1524889129846,0.0,26.1435633447234 
 11/20  16:00:00,25.375,48.75,3.,4000176.9636704,24.5992544341178,69.0409386617559,0.0,26.1435633447234 
 11/20  17:00:00,25.6625,49.25,2.375,1140122.02375632,24.7371332956493,69.0547692012453,0.0,26.1435633447234 
 11/20  18:00:00,25.1375,49.375,2.,0.0,24.8816872008639,69.129282142346,0.0,26.1435633447234 
 11/20  19:00:00,24.6125,48.375,0.75,0.0,24.9895553886137,68.0587235668842,0.0,26.1435633447234 
 11/20  20:00:00,23.5625,59.25,2.5,0.0,24.4690174115852,56.799739027458,0.0,26.1435633447234 
 11/20  21:00:00,22.6875,66.625,4.,0.0,23.9834814350308,63.4742771203923,0.0,26.1435633447234 
 11/20  22:00:00,22.8125,58.25,4.625,0.0,24.0252561936837,55.046374568225,0.0,26.1435633447234 
 11/20  23:00:00,22.625,56.75,1.875,0.0,23.9803379125698,54.4091213761388,0.0,26.1435633447234 
 11/20  24:00:00,22.275,57.75,2.5,0.0,23.7600450403665,54.6255809770157,0.0,26.1435633447234 
 11/21  01:00:00,21.325,62.,1.5,0.0,23.2915407556038,58.0210354107836,0.0,26.0108612332326 
 11/21  02:00:00,20.4875,65.,0.0,0.0,23.0074039474134,58.7489484731582,0.0,26.0108612332326 
 11/21  03:00:00,20.4875,65.625,1.875,0.0,22.5981121233705,61.2586606264567,0.0,26.0108612332326 
 11/21  04:00:00,20.5375,67.25,1.125,0.0,22.4688365523111,62.3995775264338,0.0,26.0108612332326 
 11/21  05:00:00,20.25,67.375,1.875,0.0,22.1463060974057,63.1536887182579,0.0,26.0108612332326 
 11/21  06:00:00,20.0375,68.25,1.125,0.0,21.9183342587279,63.4688076340382,0.0,26.0108612332326 
 11/21  07:00:00,19.375,70.25,0.0,1279397.58909294,21.7165358071954,63.9853357023558,0.0,26.0108612332326 
 11/21  08:00:00,18.75,71.,0.0,5691690.48571547,21.4678041729077,63.710276649656,0.0,26.0108612332326 
 11/21  09:00:00,19.6625,71.625,1.25,7509246.61877301,21.5722527986405,67.0647960232533,0.0,26.0108612332326 
 11/21  10:00:00,20.8625,68.25,2.625,7872364.62419116,22.1482412117884,65.1722295330334,0.0,26.0108612332326 
 11/21  11:00:00,21.6375,66.,2.375,7516082.65381358,22.6281634864022,63.3667781675973,0.0,26.0108612332326 
 11/21  12:00:00,22.65,61.625,0.75,6682602.31745874,23.2410089528368,59.8258209865966,0.0,26.0108612332326 
 11/21  13:00:00,23.475,59.,0.0,7233012.31952243,23.8373575713422,60.8070190182884,0.0,26.0108612332326 
 11/21  14:00:00,24.5125,54.625,1.875,7171047.80913068,24.1820659843842,66.5134614572498,0.0,26.0108612332326 
 11/21  15:00:00,25.3125,51.375,1.125,5743788.62558583,24.4591916617162,68.6185969533344,0.0,26.0108612332326 
 11/21  16:00:00,25.5,49.75,1.25,3249894.07793604,24.6189787838245,69.7419057716452,0.0,26.0108612332326 
 11/21  17:00:00,25.25,49.625,2.,662878.726929861,24.7348633904744,69.6075040871198,0.0,26.0108612332326 
 11/21  18:00:00,24.6625,51.25,0.75,0.0,24.8675668172966,69.1813482962142,0.0,26.0108612332326 
 11/21  19:00:00,24.025,55.75,0.0,0.0,24.7592500380946,52.7586016688986,0.0,26.0108612332326 
 11/21  20:00:00,23.3,58.625,0.0,0.0,24.4576220982218,55.7702609339931,0.0,26.0108612332326 
 11/21  21:00:00,23.,59.,1.875,0.0,24.1952604085585,56.1721948523627,0.0,26.0108612332326 
 11/21  22:00:00,22.25,65.25,4.25,0.0,23.6875080955847,62.3625501005421,0.0,26.0108612332326 
 11/21  23:00:00,21.05,68.375,4.375,0.0,22.9927093353915,64.4878390558129,0.0,26.0108612332326 
 11/21  24:00:00,20.725,72.375,2.75,0.0,22.6728138007128,68.0998817968738,0.0,26.0108612332326 
 11/22  01:00:00,20.2375,78.125,3.875,0.0,22.2486613860344,73.7010562685052,0.0,25.8794575254582 
 11/22  02:00:00,19.2125,86.875,4.375,0.0,21.664060882794,81.0579554799051,0.0,25.8794575254582 
 11/22  03:00:00,18.8,91.625,2.75,0.0,21.2589693756163,84.9524547788737,0.0,25.8794575254582 
 11/22  04:00:00,18.7375,91.375,2.,0.0,21.0421768557337,84.4034448445938,0.0,25.8794575254582 
 11/22  05:00:00,18.7,90.375,2.,0.0,20.8332287860966,83.9985994076706,0.0,25.8794575254582 
 11/22  06:00:00,18.6375,88.125,2.,0.0,20.6555836955884,82.1805145912,0.0,25.8794575254582 
 11/22  07:00:00,18.6625,87.625,0.75,686168.619216564,20.625657009389,81.0224012465058,0.0,25.8794575254582 
 11/22  08:00:00,18.575,87.375,0.0,3090550.74218469,20.6516752622518,80.1830620720326,0.0,25.8794575254582 
 11/22  09:00:00,18.5,88.875,0.0,4722796.88936029,20.6467343284561,81.1497252259484,0.0,25.8794575254582 
 11/22  10:00:00,19.125,87.5,1.875,7243379.31978233,20.7901577527704,82.2910341862057,0.0,25.8794575254582 
 11/22  11:00:00,20.4375,80.375,3.625,7178939.3129608,21.3838503359951,77.2641903593977,0.0,25.8794575254582 
 11/22  12:00:00,21.3125,73.25,2.75,6683510.55202689,21.9831343973873,71.1329182067017,0.0,25.8794575254582 
 11/22  13:00:00,22.125,68.5,2.,7185013.54027164,22.4450172101304,67.0625455207788,0.0,25.8794575254582 
 11/22  14:00:00,22.625,65.125,2.625,6807801.07813118,22.9541190361779,70.1167093475818,0.0,25.8794575254582 
 11/22  15:00:00,22.3875,65.25,3.,5169535.86170257,22.9366388883615,64.7641702566357,0.0,25.8794575254582 
 11/22  16:00:00,22.0125,66.625,3.625,3144937.91913833,22.7859220293165,64.2737046888007,0.0,25.8794575254582 
 11/22  17:00:00,21.3375,69.5,4.625,808196.72791594,22.4613464046593,66.5605067767683,0.0,25.8794575254582 
 11/22  18:00:00,20.5,75.375,4.375,0.0,22.0810251571012,71.3076849720746,0.0,25.8794575254582 
 11/22  19:00:00,20.1375,79.875,3.375,0.0,21.8069102097207,75.1924583846219,0.0,25.8794575254582 
 11/22  20:00:00,19.7875,84.125,2.375,0.0,21.4287078230198,79.5631828478882,0.0,25.8794575254582 
 11/22  21:00:00,19.9125,84.125,0.75,0.0,21.4646315554587,78.999715166555,0.0,25.8794575254582 
 11/22  22:00:00,20.0375,84.875,0.0,0.0,21.593353973084,78.9689960140533,0.0,25.8794575254582 
 11/22  23:00:00,19.4375,89.75,0.0,0.0,21.3244095315357,82.7581344500754,0.0,25.8794575254582 
 11/22  24:00:00,19.2875,90.125,0.0,0.0,21.2040787262261,82.9261539351402,0.0,25.8794575254582 
 11/23  01:00:00,19.4625,89.625,0.0,0.0,21.2018149515519,82.9369260777649,0.0,25.6849339412763 
 11/23  02:00:00,19.25,91.25,0.0,0.0,21.0773965144449,84.2875952365282,0.0,25.6849339412763 
 11/23  03:00:00,18.975,92.,0.0,0.0,20.9207182874729,84.5944326846954,0.0,25.6849339412763 
 11/23  04:00:00,18.7125,92.,0.0,0.0,20.754158506652,84.3128463288924,0.0,25.6849339412763 
 11/23  05:00:00,18.225,92.625,1.875,0.0,20.2400469908326,86.2877766583375,0.0,25.6849339412763 
 11/23  06:00:00,18.,93.,1.125,0.0,20.0148021205604,86.0275722162493,0.0,25.6849339412763 
 11/23  07:00:00,17.375,94.25,0.0,387298.132998086,19.7984764810257,85.3363487080989,0.0,25.6849339412763 
 11/23  08:00:00,16.875,94.375,1.25,2406740.86333984,19.1384782665925,87.8594904736391,21648209.6638046,25.6849339412763 
 11/23  09:00:00,17.6125,94.625,0.75,4176198.2530223,19.403228046998,88.2521790234553,25686.858244878,25.6849339412763 
 11/23  10:00:00,19.6625,83.75,1.875,6002600.68875564,20.3969066470115,81.4139360929892,0.0,25.6849339412763 
 11/23  11:00:00,21.5375,72.,4.875,7017581.5196106,21.1789404538562,78.8744878513496,0.0,25.6849339412763 
 11/23  12:00:00,22.6625,64.625,5.375,6555766.11965452,21.5598052283055,81.4221774090137,0.0,25.6849339412763 
 11/23  13:00:00,23.25,60.75,4.375,6984547.94945419,21.9516580811877,80.9019554587224,0.0,25.6849339412763 
 11/23  14:00:00,23.775,55.625,4.,6805144.60493808,22.3094354809993,79.319549681436,0.0,25.6849339412763 
 11/23  15:00:00,24.625,47.375,3.375,6023749.23626303,22.6282231827552,75.8868611885058,0.0,25.6849339412763 
 11/23  16:00:00,24.6875,44.,3.,3987250.08395967,22.8546599251041,71.8003524103657,0.0,25.6849339412763 
 11/23  17:00:00,24.4375,44.625,3.625,1234812.35606085,23.0096591440699,68.8929837789515,0.0,25.6849339412763 
 11/23  18:00:00,23.525,49.375,2.75,0.0,23.1639942023398,67.7050871745737,0.0,25.6849339412763 
 11/23  19:00:00,22.0625,58.25,2.,0.0,22.870889899542,59.0868124474062,0.0,25.6849339412763 
 11/23  20:00:00,20.5625,66.375,2.,0.0,22.0810710303579,62.8386604926621,0.0,25.6849339412763 
 11/23  21:00:00,19.375,72.75,2.,0.0,21.4213063090249,67.878348620162,0.0,25.6849339412763 
 11/23  22:00:00,18.5625,75.625,2.625,0.0,20.9210525822933,70.0884272390266,0.0,25.6849339412763 
 11/23  23:00:00,17.8625,76.625,3.,0.0,20.4322559660644,70.7251216198885,0.0,25.6849339412763 
 11/23  24:00:00,17.1,80.125,3.,0.0,19.7789670116501,74.1137869839315,34438775.8265672,25.6849339412763 
 11/24  01:00:00,16.8625,81.375,3.625,0.0,19.2800232136228,75.7698439412299,90979864.4047941,25.5081444765671 
 11/24  02:00:00,16.525,82.25,3.375,0.0,19.086762503102,74.9791631466166,125956292.294458,25.5081444765671 
 11/24  03:00:00,15.7375,84.25,3.,0.0,20.0181246469889,67.0790255839429,34342721.7500445,25.5081444765671 
 11/24  04:00:00,14.8375,87.5,2.375,0.0,20.7246787199682,67.9490877157008,0.0,25.5081444765671 
 11/24  05:00:00,14.375,89.,2.,0.0,20.9110334307639,70.8433925661323,0.0,25.5081444765671 
 11/24  06:00:00,14.3,89.,2.625,0.0,21.0670257884232,71.972869525431,0.0,25.5081444765671 
 11/24  07:00:00,14.3,87.75,2.375,786440.980996626,21.1496173997959,72.6821017477191,0.0,25.5081444765671 
 11/24  08:00:00,13.675,90.125,2.,3268319.80147745,21.2307690614011,72.6114670015758,0.0,25.5081444765671 
 11/24  09:00:00,15.6125,84.5,2.625,4221410.63779924,20.4070810768727,73.2575478513154,51003559.7596053,25.5081444765671 
 11/24  10:00:00,18.5625,72.5,3.625,6714888.61625763,20.0346265677385,68.8091161412571,0.0,25.5081444765671 
 11/24  11:00:00,21.,62.375,4.625,7389109.62680465,21.2331718625422,63.0688914171254,0.0,25.5081444765671 
 11/24  12:00:00,23.2125,53.375,6.25,6923664.16607972,21.7127779204933,67.2198492272682,0.0,25.5081444765671 
 11/24  13:00:00,24.3125,46.25,7.,7480950.7299061,22.0769975970765,68.4936915806304,0.0,25.5081444765671 
 11/24  14:00:00,25.,42.75,7.625,7518799.83970132,22.424441831988,67.2891493270872,0.0,25.5081444765671 
 11/24  15:00:00,25.4875,41.375,7.375,6330557.64583287,22.7169252289199,66.308040767033,0.0,25.5081444765671 
 11/24  16:00:00,25.6,39.75,7.,4104062.77466641,22.9239694224623,65.4861058259355,0.0,25.5081444765671 
 11/24  17:00:00,25.6,39.,7.,1153267.22448362,23.0801119032285,64.2172903586465,0.0,25.5081444765671 
 11/24  18:00:00,24.725,40.875,5.75,0.0,23.2293195584676,63.2953509314407,0.0,25.5081444765671 
 11/24  19:00:00,23.325,47.,3.75,0.0,23.3380729249274,63.2532769955747,0.0,25.5081444765671 
 11/24  20:00:00,21.7375,52.5,3.,0.0,22.7354280843061,48.8883933434791,0.0,25.5081444765671 
 11/24  21:00:00,20.0375,59.,3.,0.0,21.8147389927466,55.5432052186067,0.0,25.5081444765671 
 11/24  22:00:00,18.8375,62.625,3.,0.0,21.1332034862912,58.3953002571924,0.0,25.5081444765671 
 11/24  23:00:00,18.1875,64.875,3.,0.0,20.6979463413455,60.0329981932438,0.0,25.5081444765671 
 11/24  24:00:00,17.6875,67.25,2.375,0.0,20.3585624515758,61.6097127032969,0.0,25.5081444765671 
 11/25  01:00:00,17.,69.25,2.,0.0,19.755809275135,63.5983091562571,18062218.2948399,25.3096438273482 
 11/25  02:00:00,16.0125,73.75,2.625,0.0,20.0282161578481,60.2120564991925,46329284.3496772,25.3096438273482 
 11/25  03:00:00,15.475,76.625,3.,0.0,21.2240167544292,58.3416365218904,0.0,25.3096438273482 
 11/25  04:00:00,15.15,76.375,3.,0.0,21.4191051574798,62.705483996514,0.0,25.3096438273482 
 11/25  05:00:00,15.3125,76.,1.125,0.0,21.5676576695846,64.5481540504881,0.0,25.3096438273482 
 11/25  06:00:00,13.9375,79.75,1.875,0.0,21.6616531629606,65.5500156803128,0.0,25.3096438273482 
 11/25  07:00:00,13.5,82.,1.125,898002.253489397,21.6831316902803,65.4955214463374,0.0,25.3096438273482 
 11/25  08:00:00,13.3,85.125,1.25,4064449.8062858,21.7675565359233,65.8162459161866,0.0,25.3096438273482 
 11/25  09:00:00,14.75,81.375,2.625,6254889.51366665,21.9810696580224,65.908106741182,0.0,25.3096438273482 
 11/25  10:00:00,18.2375,66.125,4.25,7930156.37655599,20.3758315681762,62.1964539402071,19568618.1023225,25.3096438273482 
 11/25  11:00:00,21.1375,53.375,5.625,7680944.40960357,21.6926974841712,52.9336833922176,0.0,25.3096438273482 
 11/25  12:00:00,22.625,45.,5.375,6850513.05399438,22.2722235272785,56.20157033041,0.0,25.3096438273482 
 11/25  13:00:00,23.625,40.75,5.,6841553.39188305,22.5704965521252,57.9318662685548,0.0,25.3096438273482 
 11/25  14:00:00,24.6875,36.25,5.625,6895688.2482507,22.8701627613852,58.0852039400022,0.0,25.3096438273482 
 11/25  15:00:00,25.6625,33.375,6.,5813702.75039037,23.131609580606,57.0857180976816,0.0,25.3096438273482 
 11/25  16:00:00,26.,33.,6.,3767331.46617932,23.3136074995287,56.7315931730549,0.0,25.3096438273482 
 11/25  17:00:00,25.625,33.,5.375,1185821.88758716,23.4398520023603,56.3857169519989,0.0,25.3096438273482 
 11/25  18:00:00,24.5875,34.25,5.,0.0,23.5780616285728,55.6070611984639,0.0,25.3096438273482 
 11/25  19:00:00,21.975,43.125,3.75,0.0,22.9208174483683,45.303288900851,0.0,25.3096438273482 
 11/25  20:00:00,20.2625,51.125,3.,0.0,22.0090837533468,48.3295425528414,0.0,25.3096438273482 
 11/25  21:00:00,19.0625,53.625,3.,0.0,21.2989751055625,50.0164451621193,0.0,25.3096438273482 
 11/25  22:00:00,18.0625,57.75,1.125,0.0,20.7894430336577,52.5030463075006,0.0,25.3096438273482 
 11/25  23:00:00,16.3625,62.5,0.0,0.0,20.4956849753439,52.0206566945836,0.0,25.3096438273482 
 11/25  24:00:00,15.5,66.5,0.0,0.0,21.8374379985474,48.0504927997203,0.0,25.3096438273482 
 11/26  01:00:00,15.3125,66.125,0.0,0.0,22.0426581060516,53.6559258614506,0.0,25.1029334775477 
 11/26  02:00:00,15.075,63.75,1.25,0.0,22.1600814108129,55.8907923623594,0.0,25.1029334775477 
 11/26  03:00:00,13.625,66.75,0.75,0.0,22.2254380870413,56.3272929367032,0.0,25.1029334775477 
 11/26  04:00:00,12.3625,72.125,1.25,0.0,22.2554433373292,56.0317346237663,0.0,25.1029334775477 
 11/26  05:00:00,11.7875,74.,0.75,0.0,22.2682101726927,55.8985552986356,0.0,25.1029334775477 
