Date/Time,Environment:Site Outdoor Air Drybulb Temperature [C](Hourly),Environment:Site Outdoor Air Relative Humidity [%](Hourly),Environment:Site Wind Speed [m/s](Hourly),UNZ_0:Zone Windows Total Transmitted Solar Radiation Energy [J](Hourly),UNZ_0:Zone Operative Temperature [C](Hourly),UNZ_0:Zone Air Relative Humidity [%](Hourly),UNZ_0 IDEAL LOADS AIR:Zone Ideal Loads Zone Total Heating Energy [J](Hourly),PEOPLE UNZ_0:Zone Thermal Comfort ASHRAE 55 Adaptive Model Running Average Outdoor Air Temperature [C](Hourly) 
 01/13  15:00:00,19.0125,72.25,7.625,8108166.66164784,19.9048127717504,69.4152648287254,0.0,11.3145406719136 
 01/13  16:00:00,18.275,75.5,8.,6541315.59643461,19.6094738339517,72.0696128549054,0.0,11.3145406719136 
 01/13  17:00:00,17.4625,77.625,8.,3525386.4692349,19.2358604685254,72.4614964136575,26217596.6379001,11.3145406719136 
 01/13  18:00:00,17.0125,78.,7.375,0.0,18.9779095983357,72.1407189875052,118304181.103322,11.3145406719136 
 01/13  19:00:00,16.4,81.125,7.625,0.0,18.6910195146387,73.2928797650983,286349416.250471,11.3145406719136 
 01/13  20:00:00,15.4125,83.625,8.,0.0,19.7012447061811,67.4099547648179,0.0,11.3145406719136 
 01/13  21:00:00,15.,83.375,8.,0.0,19.9457503119511,70.657481255189,0.0,11.3145406719136 
 01/13  22:00:00,14.5625,81.75,7.375,0.0,20.082052040882,72.0831792381535,0.0,11.3145406719136 
 01/13  23:00:00,14.05,82.875,6.375,0.0,20.1802063880273,71.734969048729,0.0,11.3145406719136 
 01/13  24:00:00,13.7125,85.25,6.,0.0,20.2604872006031,71.5237825361606,0.0,11.3145406719136 
 01/14  01:00:00,13.4125,86.,6.,0.0,20.3246645473995,71.3212850035863,0.0,11.4926670939609 
 01/14  02:00:00,13.05,85.375,5.375,0.0,20.3726102281336,70.6581420334913,0.0,11.4926670939609 
 01/14  03:00:00,12.5875,85.,5.,0.0,20.4043946519974,69.4716818098136,0.0,11.4926670939609 
 01/14  04:00:00,11.9,86.25,4.375,0.0,20.4170579270407,68.1194101844868,0.0,11.4926670939609 
 01/14  05:00:00,11.4125,88.25,4.625,0.0,20.4185062243093,66.9313461631393,0.0,11.4926670939609 
 01/14  06:00:00,10.9875,89.625,5.,0.0,20.4100117062735,66.1757023985388,0.0,11.4926670939609 
 01/14  07:00:00,10.3625,91.25,4.375,633107.499134447,20.3546102056852,65.6147484487801,0.0,11.4926670939609 
 01/14  08:00:00,10.975,85.125,4.625,5271949.6776004,20.4172329009094,64.3994340168471,0.0,11.4926670939609 
 01/14  09:00:00,11.125,82.875,5.625,7599064.32339927,20.5742318443611,62.7495179066651,0.0,11.4926670939609 
 01/14  10:00:00,12.2125,75.875,6.625,8305404.47201319,20.7523762514432,61.3495365686649,0.0,11.4926670939609 
 01/14  11:00:00,13.75,67.25,7.,8086621.69205151,20.9245510469942,60.0158111077845,0.0,11.4926670939609 
 01/14  12:00:00,15.0125,61.25,6.375,7202087.34202636,21.0624245538282,59.021983897313,0.0,11.4926670939609 
 01/14  13:00:00,16.125,54.,7.25,7439548.07730908,19.7597801366307,50.3188515296176,238159004.361596,11.4926670939609 
 01/14  14:00:00,16.875,48.5,8.625,7921804.26942538,19.1120732773236,44.9700930776084,195041104.024438,11.4926670939609 
 01/14  15:00:00,17.35,45.75,7.75,7578005.45938377,19.243126223344,42.7290256257643,53384605.6321956,11.4926670939609 
 01/14  16:00:00,17.3125,45.625,7.,6057955.4833327,19.005197386784,42.9369251482745,42005841.3366174,11.4926670939609 
 01/14  17:00:00,16.45,49.125,7.,3306727.982882,18.7170564949608,44.4980141139852,261694609.695039,11.4926670939609 
 01/14  18:00:00,15.,61.,6.375,0.0,19.6959847142498,43.2920422040039,0.0,11.4926670939609 
 01/14  19:00:00,13.525,73.25,6.,0.0,19.8880615982766,51.528251124198,0.0,11.4926670939609 
 01/14  20:00:00,12.375,80.75,5.375,0.0,19.9410320547208,57.7038797391501,0.0,11.4926670939609 
 01/14  21:00:00,11.6875,84.25,5.,0.0,19.9765931219452,61.1391170568088,0.0,11.4926670939609 
 01/14  22:00:00,11.125,86.25,5.,0.0,20.026743172765,62.6013659834668,0.0,11.4926670939609 
 01/14  23:00:00,10.9,87.,5.625,0.0,20.0521749181351,63.1905334743701,0.0,11.4926670939609 
 01/14  24:00:00,11.025,86.375,6.,0.0,20.0724326338726,63.4548377221598,0.0,11.4926670939609 
 01/15  01:00:00,11.35,84.75,6.,0.0,20.090857787298,63.6334873314402,0.0,11.5505156908289 
 01/15  02:00:00,11.8125,82.125,5.375,0.0,20.1101285669318,63.7302176600659,0.0,11.5505156908289 
 01/15  03:00:00,11.9375,80.375,4.375,0.0,20.1229690735248,63.6510143527479,0.0,11.5505156908289 
 01/15  04:00:00,11.9625,81.25,4.,0.0,20.1315501384782,63.5302262076923,0.0,11.5505156908289 
 01/15  05:00:00,11.,89.5,4.,0.0,20.1170992389091,64.1848197078177,0.0,11.5505156908289 
 01/15  06:00:00,10.2125,92.125,3.375,0.0,20.0902246629524,64.7557036216725,0.0,11.5505156908289 
 01/15  07:00:00,9.475,91.625,3.,489782.826302218,20.0191363273059,64.3380802702022,0.0,11.5505156908289 
 01/15  08:00:00,9.725,88.25,2.375,4006386.56854374,20.0037965034819,63.1826602759259,0.0,11.5505156908289 
 01/15  09:00:00,10.6,87.875,0.75,6757729.61865832,20.1495557126947,62.2137245547674,0.0,11.5505156908289 
 01/15  10:00:00,11.775,83.375,0.0,8671984.33474481,20.3595317944524,62.4351648362676,0.0,11.5505156908289 
 01/15  11:00:00,13.4875,74.375,0.0,10688510.5119978,20.6881647495328,61.9187202769661,0.0,11.5505156908289 
 01/15  12:00:00,14.7625,66.625,1.875,7337606.67861366,20.8396630672599,61.8013955026535,0.0,11.5505156908289 
 01/15  13:00:00,15.5375,60.875,2.375,7302789.30527014,20.9887261851406,60.7991874723065,0.0,11.5505156908289 
 01/15  14:00:00,15.9875,55.875,2.625,7556081.97661122,20.2202467045666,54.1328486985659,65335210.6052174,11.5505156908289 
 01/15  15:00:00,15.975,55.25,3.625,6785274.07596942,19.7449712740496,45.5942390965382,78822730.9865371,11.5505156908289 
 01/15  16:00:00,15.8375,58.5,3.375,5029688.27041088,20.7058925881753,46.8512381262659,0.0,11.5505156908289 
 01/15  17:00:00,15.6125,59.375,2.375,2730340.89150796,20.7486584764658,52.7183918995291,0.0,11.5505156908289 
 01/15  18:00:00,15.,59.,2.,0.0,20.7834615092837,55.1153852040931,0.0,11.5505156908289 
 01/15  19:00:00,13.8875,70.25,2.,0.0,20.7669120961309,57.0071485130892,0.0,11.5505156908289 
 01/15  20:00:00,13.025,81.375,0.75,0.0,20.7409371320251,60.5881761237027,0.0,11.5505156908289 
 01/15  21:00:00,11.8,84.625,0.0,0.0,20.6974542844535,63.0519956808647,0.0,11.5505156908289 
 01/15  22:00:00,11.2625,86.875,0.0,0.0,20.6848037855456,63.1605103187342,0.0,11.5505156908289 
 01/15  23:00:00,11.425,88.,1.875,0.0,20.6682789534904,63.7045159025873,0.0,11.5505156908289 
 01/15  24:00:00,11.625,86.125,3.,0.0,20.6530636722568,64.1511305222588,0.0,11.5505156908289 
 01/16  01:00:00,11.7,86.25,1.125,0.0,20.6352513370747,64.3339277602083,0.0,11.5889012789124 
 01/16  02:00:00,11.7,87.625,0.0,0.0,20.6143663265627,64.8393277679978,0.0,11.5889012789124 
 01/16  03:00:00,11.2625,89.25,0.0,0.0,20.5836707255765,65.2412854037751,0.0,11.5889012789124 
 01/16  04:00:00,10.6875,92.5,2.5,0.0,20.5461730927827,65.2276246691216,0.0,11.5889012789124 
 01/16  05:00:00,10.4375,92.75,1.5,0.0,20.5083753959415,65.2112428011625,0.0,11.5889012789124 
 01/16  06:00:00,9.8375,92.,0.0,0.0,20.4569409591095,64.5890770399545,0.0,11.5889012789124 
 01/16  07:00:00,8.8125,92.,0.0,1020637.3317459,20.3642268794833,63.2778070172616,0.0,11.5889012789124 
 01/16  08:00:00,8.9625,92.625,0.0,8656774.68170354,20.5036022986763,61.1268027851951,0.0,11.5889012789124 
 01/16  09:00:00,11.1125,88.625,0.0,10380100.580588,20.7702785431872,60.6932219152914,0.0,11.5889012789124 
 01/16  10:00:00,13.575,74.75,1.25,10074729.9513101,21.0216984453462,61.5449047721023,0.0,11.5889012789124 
 01/16  11:00:00,15.4,60.5,3.875,9072416.54330836,20.7802164993759,57.9926089653621,62956369.9699681,11.5889012789124 
 01/16  12:00:00,17.,49.125,5.625,7875624.10851224,19.3200997628868,45.4801074254205,94686784.2956381,11.5889012789124 
 01/16  13:00:00,17.85,43.125,5.375,8268793.66860872,19.4704783033597,40.8532884567025,1841339.84924232,11.5889012789124 
 01/16  14:00:00,18.375,39.5,5.,9120954.25543314,19.6152062060263,37.8935117393263,0.0,11.5889012789124 
 01/16  15:00:00,19.1625,34.25,5.,9129549.4883786,20.0428841209981,33.1700834400192,0.0,11.5889012789124 
 01/16  16:00:00,17.875,50.75,7.5,7778703.46939963,19.4887217478605,48.1756928284286,61907828.9199671,11.5889012789124 
 01/16  17:00:00,16.7125,62.,7.75,4238455.72292993,18.8889438479568,57.1989472092821,241508476.460291,11.5889012789124 
 01/16  18:00:00,16.35,63.25,7.,0.0,18.717395098823,56.9779203269699,292425452.318517,11.5889012789124 
 01/16  19:00:00,16.325,61.5,8.875,0.0,18.6297958179459,55.3147550983935,357779669.487075,11.5889012789124 
 01/16  20:00:00,16.4625,58.125,9.375,0.0,18.5295039164082,52.8215306361063,367443295.163119,11.5889012789124 
 01/16  21:00:00,16.5,58.25,6.5,0.0,18.4706702972853,52.9415931964258,249795674.686624,11.5889012789124 
 01/16  22:00:00,16.8125,60.25,4.375,0.0,18.4312347786479,55.8380722647826,130699725.917286,11.5889012789124 
 01/16  23:00:00,16.8125,70.375,4.,0.0,18.4186711344837,64.7576934020991,123710053.780066,11.5889012789124 
 01/16  24:00:00,16.1375,81.625,4.,0.0,18.5449508912645,70.9277884254382,153542800.371146,11.5889012789124 
 01/17  01:00:00,16.2375,85.,5.25,0.0,18.6340983010829,74.231814961293,179843876.434733,11.680833736282 
 01/17  02:00:00,17.125,80.625,7.875,0.0,18.4810263880137,75.5518924999877,122875405.737338,11.680833736282 
 01/17  03:00:00,17.4375,74.875,7.75,0.0,18.6523544001602,70.2707741017208,42411524.0754644,11.680833736282 
 01/17  04:00:00,17.4625,68.625,8.875,0.0,18.6592441876103,64.7157694255243,53429550.4818113,11.680833736282 
 01/17  05:00:00,17.4375,66.625,9.375,0.0,18.6925015530455,62.9056697689746,59736556.4124543,11.680833736282 
 01/17  06:00:00,17.15,67.,9.,0.0,18.6686267286851,62.3695038999615,120398552.141774,11.680833736282 
 01/17  07:00:00,17.,65.75,8.375,573357.36571311,18.4537143536156,61.7801738711747,207469164.334799,11.680833736282 
 01/17  08:00:00,16.8125,71.25,7.375,4715830.45567778,18.4654603806827,65.9045331648521,220314664.98457,11.680833736282 
 01/17  09:00:00,16.825,68.125,5.75,7424832.08898702,18.5064785770487,63.4871168764581,184437566.13041,11.680833736282 
 01/17  10:00:00,16.9625,56.5,3.75,8724710.89701694,18.5518818174795,53.1801635179588,102299589.311643,11.680833736282 
 01/17  11:00:00,16.0625,65.75,4.25,8666737.37263347,19.0485740390545,53.0484322831979,68914515.5761432,11.680833736282 
 01/17  12:00:00,16.125,68.375,4.375,7701565.01575875,18.9750133761407,58.6169764882497,152801409.047669,11.680833736282 
 01/17  13:00:00,16.5625,66.25,5.25,7814578.91191135,18.661469586372,60.4516436083658,190528383.451511,11.680833736282 
 01/17  14:00:00,16.9125,66.375,6.,8009424.21680837,18.7166416534562,61.4906104839718,129119138.331532,11.680833736282 
 01/17  15:00:00,17.2875,62.875,6.625,7261579.67659052,18.9677868588231,58.3927136882721,51260756.242388,11.680833736282 
 01/17  16:00:00,17.775,59.75,7.,5508061.87711966,19.0220961996078,57.2155037633322,11049555.9125665,11.680833736282 
 01/17  17:00:00,17.5,59.,7.625,2911779.25991357,19.0636775335725,55.0223541701487,31473745.4596404,11.680833736282 
 01/17  18:00:00,16.7,59.625,6.75,0.0,18.6478451831612,54.9711766576635,205195193.87199,11.680833736282 
 01/17  19:00:00,15.8375,65.625,5.375,0.0,19.2639364511237,52.6589913569105,65652344.5457939,11.680833736282 
 01/17  20:00:00,15.1875,70.875,5.625,0.0,19.7368303563274,57.2684793946647,0.0,11.680833736282 
 01/17  21:00:00,14.5,74.5,4.75,0.0,19.8339494206813,62.2743314209785,0.0,11.680833736282 
 01/17  22:00:00,14.1375,69.75,5.25,0.0,19.9444891563387,63.8702830840439,0.0,11.680833736282 
 01/17  23:00:00,14.1,66.,6.,0.0,20.0324957027667,62.6489035761759,0.0,11.680833736282 
 01/17  24:00:00,13.7875,66.625,5.375,0.0,20.10156960331,61.5842195702108,0.0,11.680833736282 
 01/18  01:00:00,13.475,67.,5.,0.0,20.1564522025781,60.7097379647511,0.0,11.8383476117392 
 01/18  02:00:00,13.275,66.375,4.375,0.0,20.2016765274669,59.8839417363229,0.0,11.8383476117392 
 01/18  03:00:00,13.2,65.375,4.,0.0,20.2396475097301,58.9623576863988,0.0,11.8383476117392 
 01/18  04:00:00,13.325,63.125,4.625,0.0,20.2755191859006,58.0382768585904,0.0,11.8383476117392 
 01/18  05:00:00,13.275,62.625,4.375,0.0,20.303662265754,57.1031373634323,0.0,11.8383476117392 
 01/18  06:00:00,13.075,64.875,3.375,0.0,20.3234254759075,56.7943285856026,0.0,11.8383476117392 
 01/18  07:00:00,12.6875,69.125,4.25,0.0,20.3037982140834,57.4033267294718,0.0,11.8383476117392 
 01/18  08:00:00,12.5,71.,4.375,1163109.41370559,20.2573178286018,58.472252221801,0.0,11.8383476117392 
 01/18  09:00:00,12.875,67.25,4.,5723476.03909519,20.3768516266972,58.2973220668868,0.0,11.8383476117392 
 01/18  10:00:00,13.6625,61.25,4.625,7489231.87413458,20.5739605836958,57.0226498572777,0.0,11.8383476117392 
 01/18  11:00:00,14.,59.,5.625,7730826.51934815,20.7638948033775,55.6907413976898,0.0,11.8383476117392 
 01/18  12:00:00,14.6875,56.5,6.,7642683.38865376,20.9277463114122,54.8428867648114,0.0,11.8383476117392 
 01/18  13:00:00,15.6625,50.,5.375,7875058.84597358,20.6766657537089,51.0108003958192,55931307.5928269,11.8383476117392 
 01/18  14:00:00,16.625,42.,5.,7885463.473878,19.1543495139116,38.5646172367733,135836588.762419,11.8383476117392 
 01/18  15:00:00,16.75,40.25,5.,6752795.53157334,18.9850985500975,37.1231556462199,116766380.1592,11.8383476117392 
 01/18  16:00:00,16.5375,41.625,3.75,4938830.24345792,18.8235658964402,37.9566823527262,144660152.838016,11.8383476117392 
 01/18  17:00:00,16.4375,44.5,3.,2723674.80057316,18.7042257720857,40.1461725222647,114778409.701347,11.8383476117392 
 01/18  18:00:00,16.275,47.875,3.625,0.0,18.5714414404379,42.8792645067683,149341281.828102,11.8383476117392 
 01/18  19:00:00,15.825,50.25,3.375,0.0,19.189854745715,42.0283830397048,46166380.5456774,11.8383476117392 
 01/18  20:00:00,15.9125,50.375,3.,0.0,19.4035058283452,45.1646882932541,32655818.5599549,11.8383476117392 
 01/18  21:00:00,15.725,50.,3.625,0.0,19.6066949833271,42.8182566616249,0.0,11.8383476117392 
